sample_id,pilot_group,metric,language,subject,original_human_score,qwen_score,deepseek_score,calibrated_score,recommended_training_use,sample_weight,calibration_source,calibration_confidence,codex_top80_direct_review,target_issue_flag,calibration_note,calibrated_reason_preview
bbfc64122b8f46b27913b0a753cd4402f523cc12,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Psychology,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a generally supportive tone and constructive feedback. It acknowledges correct elements (serotonin, dopamine) and offers useful guidance by suggesting the inclusion of norepinephrine and glutamate, as well as elaboration on mechan"
e17c5da714b6d3ebbc04a9b8b50a640fa5628007,train_high_disagreement_protection,Reasoning Process Rigor,en,Geography,5,5,3,5,low_weight,1.0,human_qwen_agreement,medium,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the correct answer as False, explains that the Andes are in South America, and lists the seven countries they traverse. The personalized feedback is relevant and con"
ac1bd2152468b8b76d3f260c3b14d33a886145a3,train_high_disagreement_protection,Instruction Following & Task Completion,en,Basic Medicine,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output fully follows the instructions: it provides a Score, Scoring Details (with Accuracy and Explanation), and Personalized Feedback in valid JSON format. The student's answer ('True') is correctly evaluated as correct, the explanation accurate"
8bb8e1c41f03b8c3325dc80c73ac144883a7c84f,train_high_disagreement_protection,Instruction Following & Task Completion,en,Basic Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The content is factually correct (the liver does regenerate after partial hepatectomy), the explanation is thorough a"
9fdeb6851dd4f5644dc975c49982f4c617f4ba52,train_high_disagreement_protection,Basic Factual Accuracy,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies that the student's answer is wrong, accurately states that the Andes Mountains are in South America, and lists the correct countries through which the range extends. All factual elements in the scoring details and pers"
add5135687775241d468cea0170ce447d9481f82,train_high_disagreement_protection,Error Identification & Correction Precision,en,Basic Medicine,5,5,4,5,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identified that the student's answer ('True') is correct, provided an accurate explanation of hepatic regeneration, and delivered personalized, encouraging feedback with specific factual detail (up to 75% regeneration within two "
7a8b5c968361fd4eee844fa90479089f374aab8e,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",zh,General Pedagogy,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output consistently demonstrates a strong encouraging and supportive attitude with positive, constructive language. The feedback validates the student's correct answer, explains why cooperative learning emphasizes active participation, and ends w"
7ac7deece8fc0ecf13485a712539e5968c9603a2,train_high_disagreement_protection,Scenario Element Integration,en,Public Administration,5,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The rubric evaluates scenario element integration (e.g., student history, learning preferences, teaching context). The evaluator output provides a generic, templated JSON list of NPM concepts and core analysis without any reference to a specific student, learn"
c04361138e3e1dd221636e3984dbf27c40b2cbfc,train_high_disagreement_protection,Basic Factual Accuracy,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's answer as incorrect, provides the accurate correct answer (False, the Andes are in South America), includes a clear factual explanation, and offers personalized feedback encouraging further study. All sta"
feb05a83c097f7263785dbb5fbe3a324fd9e2081,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Geography,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a generally supportive and encouraging tone with positive language in the personalized feedback section. It correctly identifies the error, explains the correct answer, and offers constructive guidance ('Keep studying, and you'll "
b650b6cb1b9e43ee12a588ee3f7177d92a792bf2,train_high_disagreement_protection,Reasoning Process Rigor,zh,History,4,2,1,2,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output provides a correct final score and identifies the correct options, but the reasoning process is virtually absent. The '评分细节' section merely lists correct and student answers without any analytical steps, and the '个性化反馈' offers only a singl"
82876012db9d15053c648d592eb7b4dd5709ff86,train_high_disagreement_protection,Content Relevance & Scope Control,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the geography question about the Andes Mountains. It correctly identifies the student's error, provides the correct answer (False), explains that the Andes are in South America, and offers personalized feedback encour"
3b6991dc327d9d66650705f58a73a13b3704db0b,train_high_disagreement_protection,Error Identification & Correction Precision,en,Mathematics,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identified that the student's answer ('True') is correct, provided accurate mathematical reasoning about Euclidean geometry, and delivered clear, personalized feedback that even extends learning by mentioning non-Euclidean geomet"
bd38b2e5001405a3952b7f825e330970af9a712d,train_high_disagreement_protection,Instruction Following & Task Completion,en,English,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, ScoringDetails, and PersonalizedFeedback in valid JSON format. The grading is accurate (identifying 'Happy' as the correct adjective and 'Quickly' as an adverb), and the feedback is "
e04f16c7b868e79930d82dee337ed91571e1e412,train_high_disagreement_protection,Error Identification & Correction Precision,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identified the student's error (answering 'True' instead of 'False'), provided an accurate and clear explanation that the Andes Mountains are in South America, and delivered personalized, constructive feedback referencing specifi"
c5b13d30d2331207da1cb7655b036ad44e7b7ed6,train_high_disagreement_protection,Basic Factual Accuracy,zh,Computer Science,5,5,1,5,low_weight,1.0,human_qwen_agreement,medium,True,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies option B as the correct answer and provides an accurate explanation of consistency models in distributed systems, including a correct reference to the CAP theorem's consistency property. All factual claims (definition "
41f3cae79f5df41d44971543e9bb4a9c8231a2cf,train_high_disagreement_protection,Reasoning Process Rigor,en,Mathematics,5,5,1,5,low_weight,1.0,human_qwen_agreement,medium,True,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides clear, correct, and rigorous reasoning. It accurately confirms the student's answer, explains the geometric principle (Euclidean geometry), and addresses both accuracy and completeness. The personalized feedback is appropriate and"
a1f8f5bd14d379348183f31e40c71606ea96acf0,train_high_disagreement_protection,Error Identification & Correction Precision,en,Basic Medicine,5,1,5,5,low_weight,1.0,human_deepseek_agreement,medium,True,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies that the student's answer is correct, which means no errors exist. It provides no false positives or omissions, and no corrections are needed. This precisely meets the rubric criterion for a score of 5."
95dbe3a4bea98b999c43484f0d51e5b97b7146a4,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Biology,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a supportive and encouraging tone with constructive positive feedback and useful heuristic guidance (suggesting the inclusion of RISC and a brief introduction to miRNAs). However, the guidance is somewhat direct in telling the stu"
2e844f1c6769f8940410374549b8a189e6e83d3d,train_high_disagreement_protection,Instruction Following & Task Completion,en,English,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The grading is accurate (identifying 'Happy' as the correct adjective and 'Quickly' as an adverb), the explanation is"
a258f673604d9a2b3bd9233114bf9f818ec3fd9e,train_high_disagreement_protection,Error Identification & Correction Precision,en,Psychology,5,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's accurate points (serotonin, dopamine, depression, bipolar disorder) and provides constructive suggestions for improvement (mentioning norepinephrine, GABA, SSRIs, SNRIs). The feedback is relevant, persona"
0a2ec1587d91e3e0c90bc2114bf0d552f4bf7391,train_high_disagreement_protection,Instruction Following & Task Completion,en,Mathematics,5,1,5,5,low_weight,1.0,human_deepseek_agreement,medium,True,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output precisely followed instructions: it provided Score, Scoring_Details, and Personalized_Feedback in JSON format, accurately reflecting the student's correct answer. The feedback is accurate and personalized, with no omissions or inaccuracies"
9c11ae20492b6cd7e72408ed248ec8885b14f08e,train_high_disagreement_protection,Error Identification & Correction Precision,en,Mathematics,5,1,5,5,low_weight,1.0,human_deepseek_agreement,medium,True,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output accurately assessed the student's correct answer, identified no errors, and provided clear, positive feedback. It meets the criteria for precise error identification and optimal correction suggestions."
a982c103d7cb403686c1c0557704c8db233dd61c,train_high_disagreement_protection,Reasoning Process Rigor,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the student's answer as incorrect, accurately states that the Andes Mountains are in South America, and lists the relevant countries. The personalized feedback is co"
8552ec9043fac1f524407557b27b3533a099023f,train_high_disagreement_protection,Instruction Following & Task Completion,en,English,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The grading is accurate (identifying 'Happy' as the correct adjective and 'Quickly' as an adverb), the explanation is"
90c8b051655105e3ffb33e0df4d22f252e0cae3a,train_high_disagreement_protection,Instruction Following & Task Completion,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details (with correct answer, student's answer, and accurate explanation), and Personalized Feedback in valid JSON format. The factual content is correct (Andes are in South "
1bfdf5e0f88241acb0686d0ffb97e928581de2ca,train_high_disagreement_protection,Instruction Following & Task Completion,en,Basic Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output fully follows the instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The score of 1 (correct) aligns with the factual accuracy of the student's answer (the liver does regenerate). The feedba"
41eb55e5d3584329f599a5075f3f50da9ab7ad85,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",zh,General Pedagogy,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides constructive and supportive feedback. It acknowledges the student's correct identification of cooperative learning, explains why it emphasizes active participation, and offers personalized suggestions for improvement (e.g., elabor"
d10ae0ebdf1c25e8eeafb2133bf931379e0261d7,train_high_disagreement_protection,Instruction Following & Task Completion,en,English,5,5,4,5,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output precisely follows all instructions: it provides a correct score (0 for an incorrect student answer), accurate scoring details identifying 'Happy' as the only adjective and correctly classifying the other options, and personalized feedback "
98091b66c98215f6437da4b3ee31bbb666ed31b4,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Theoretical Economics,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is generally supportive and uses positive language ('accurate and concise', 'good job!'). It provides useful heuristic guidance by suggesting the student mention unilateral deviation and explain why betrayal constitutes a Nash Equilibrium."
38198e8112f6fbc14a8e497a27d171d03f8cedda,train_high_disagreement_protection,Scenario Element Integration,en,Military Science,4,2,4,4,low_weight,1.0,human_deepseek_agreement,medium,True,True,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output effectively uses the provided 'Idea Provision' scenario by offering a structured, detailed reasoning about the question. It integrates the scenario by breaking down key considerations and implicit assumptions, demonstrating a targeted resp"
2c9bb7e48f78ac5ea58bc5190138b984ff2f16b7,train_mid_borderline,Scenario Element Integration,en,Geography,3,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The rubric evaluates scenario element integration and personalization. The evaluator output provides a generic explanation of plate tectonics and mountain formation but completely ignores any scenario-specific information, student history, learning preferences"
b2e52bd37efe805ddffb36de59b66927cb7d0a9e,train_mid_borderline,Instruction Following & Task Completion,en,Geography,3,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details (with correct answer and accurate explanation), and Personalized Feedback in valid JSON format. The factual content is correct (Andes are in South America), the score"
aac82a1ea24eb57e47bc6a7180ee5db7ceb6b5e3,train_mid_borderline,"Motivation, Guidance & Positive Feedback",zh,English,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides the correct answer and a factual correction explanation, but it lacks any encouragement, supportive language, or positive feedback. The tone is purely neutral and informational, offering no motivational elements or constructive gu"
9244fd8961a537574c99075f27020808b8899d64,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Physical Education,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question asks students to list and briefly explain the four components of the FITT principle. This is fundamentally a recall and comprehension task (remembering Frequency, Intensity, Time, Type and providing basic definitions). It does not requir"
92cdf1cd2345402211a7c41ed7b7fc87c3ed4575,train_mid_borderline,Instruction Following & Task Completion,en,Mathematics,3,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,The evaluator output correctly identifies that f(z) = z^2 + 1 is an entire function (a polynomial) and thus has no singularities in the finite complex plane. The answer is provided in the requested JSON format with the correct key 'Answer'. All instructions we
85d1a0889004d86b237b8df1cf33b46e3c9dac1e,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Geography,3,2,4,3,review_only,0.25,conservative_median,low,False,False,Teacher-human disagreement unresolved; use conservative median with low confidence.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
bfc306c51309c051d15f148eff9b36818199e051,train_mid_borderline,Instruction Following & Task Completion,zh,General Pedagogy,3,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output fully follows the instruction to provide a JSON with '评分', '评分细节', and '个性化反馈'. The JSON format is correct, the scoring rationale is relevant and accurate (cooperative learning does emphasize active participation), and the personalized fee"
517dc48287d549eced274ca98074d718eb6fbf54,train_mid_borderline,Reasoning Process Rigor,zh,Mathematics,3,1,2,2,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output's reasoning is factually incorrect. It claims that quadratic polynomials and constant functions have the diffeomorphism property, which is false: quadratic polynomials are not globally invertible (thus not diffeomorphisms) and constant fun"
ace8e8c753768bd92cca1109688beec1d0397396,train_mid_borderline,Instruction Following & Task Completion,zh,Chemistry,3,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output follows the requested JSON format with the three required fields (评分, 评分细节, 个性化反馈). It correctly evaluates the student's selections (A, B, D, E) and provides personalized feedback. However, there is a minor inaccuracy in the evaluation of "
d51d8dd9b7997d33c344705c71d0adc6f33b8f6e,train_mid_borderline,Reasoning Process Rigor,zh,Chemistry,3,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a structured JSON with scoring, detailed feedback per option, and personalized feedback. The reasoning for each option is mostly correct: A, B, D are correctly identified as factors affecting reaction rate, and C is correctly note"
5cf93c0f38dde9ebe699ea6b852502e13a01568f,train_mid_borderline,Higher-Order Thinking & Skill Development,zh,Mathematics,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question is a basic multiple-choice comparison of 1/2 and 1/3, which only requires recall of the rule that larger denominators mean smaller fractions when numerators are equal. The provided solution steps are procedural and do not encourage analy"
34629670e7f3e43af2231d686548c68fd6534077,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Law,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a correct factual correction and a clear explanation of why stare decisis is wrong, but it entirely lacks encouragement, supportive tone, or motivational language. It simply delivers the corrected answer and explanation directly w"
4d70270f412508661f3c713976cf60c8b9a56524,train_mid_borderline,"Motivation, Guidance & Positive Feedback",zh,Physics,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a correct physics correction (2.5 m) with clear reasoning, but the rubric focuses on Motivation, Guidance & Positive Feedback. The response is purely factual and corrective, lacking any encouraging or supportive language. It direc"
b5fcf58eb2fa824caa2c96f627a6856a91f5370f,train_mid_borderline,Instruction Following & Task Completion,zh,Mathematics,3,5,3,3,low_weight,1.0,human_deepseek_agreement,medium,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The output generated a relevant addition problem for elementary level, but it failed to produce a multiple-choice question as required by the ‘单选题’ specification; it only provided an open-ended question without answer options. This omission aligns with the 3分 "
3c53e849df94208fd1ce1dcecb8ee302976fb31e,train_mid_borderline,"Motivation, Guidance & Positive Feedback",zh,Mathematics,3,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output provides factually incorrect guidance. It claims cosine function (B) is a diffeomorphism and that cubic polynomial (E) is not, which is mathematically wrong. A cubic polynomial like x^3 is a diffeomorphism on R (smooth bijection with smoot"
f039a41fad3824842e2abc63d07fbc25515aec94,train_mid_borderline,Instruction Following & Task Completion,zh,History,3,5,3,3,low_weight,1.0,human_deepseek_agreement,medium,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output provided a score of 3 while the scoring details indicate no errors, showing an inconsistency between the score and the actual performance. This reflects a partial understanding of the instruction, as per 3-point rubric: task basically comp"
02fbb97fff18ecab49d50cbe8910f97d308edf43,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Mathematics,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a basic procedural explanation of adding 5 and 3 using counting strategies. While it demonstrates the arithmetic process, it does not promote higher-order thinking, critical analysis, or problem-solving beyond rote computation. Th"
a0ff86882a93bf7bcd59789db0d749a20ed7814c,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Physical Education,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question asks the student to recall what the FITT acronym stands for and briefly explain each component. This primarily targets memory and basic comprehension rather than higher-order thinking skills such as analysis, evaluation, application, or "
c013898e6faa67c2d73ab05c3ccc7a5f79708e3e,train_mid_borderline,Reasoning Process Rigor,zh,Applied Economics,3,3,2,3,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The response provides a structured step-by-step approach to the two-sector model, but contains significant conceptual and logical issues. The production functions are incorrectly specified: Q_C = f(CP, L_C, T_C) treats current consumption goods production (CP)"
92daf9b19527bc04b322e7ff200a23950ba4724b,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Public Administration,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated multiple-choice question targets basic recall and comprehension of the definition of public administration at the PhD level. It does not require analysis, evaluation, application, or transfer of knowledge. The distractors are trivially unrelated "
988e6d0eb6aef1daed86fda63f4f1208530174d0,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Biology,3,2,1,2,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides a factual explanation of photosynthesis and identifies leaves as the primary site, but it does not include any guiding questions, reflective prompts, or tasks that promote higher-order thinking. The content revolves around memory "
49f20dc5f6af7ac653a2b37a0b23e7ca31b165d9,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Theoretical Economics,3,4,5,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides a generally supportive tone with positive language, acknowledging the student's correct identification of Nash Equilibrium and relevant example. It offers useful guidance by suggesting elaboration on 'optimal' strategy and a brief"
ec1b7e863165c056507715224ded755e27611ace,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Physics,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a correct factual correction and a clear explanation of why gravity varies with altitude. However, the rubric emphasizes motivation, guidance, and positive feedback. The response is purely informational and direct, offering no enc"
d3e2de90a57770f5c07521715e59168a2374b4fa,train_mid_borderline,Basic Factual Accuracy,zh,Physical Education,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question contains a significant factual error in the answer key. The question asks which factor does NOT affect motor skill acquisition, and the provided answer is 'A: 遗传因素' (genetic factors). However, genetic factors are well-established in moto"
79578290b5204df5e21b484daeb9c2ff5857f8a8,train_mid_borderline,Instruction Following & Task Completion,en,Mathematics,3,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,The evaluator output correctly identifies that f(z) = z^2 + 1 is an entire function (polynomial) and thus has no singularities in the finite complex plane. The answer is provided in the requested JSON format with the correct key 'answer'. All instructions were
a88d99b1ad30d4cbc8ec780813ca4f767debcc0b,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Literature and Art,3,2,3,3,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The explanation is clear and provides helpful guidance, making it better than scores 1 or 2. However, the tone is entirely neutral and factual, lacking any explicit encouragement or positive language, which prevents it from achieving a higher score. It partial"
fa1185b0d39c5672a438e0c801f08aa836e50bc1,train_mid_borderline,Instruction Following & Task Completion,zh,History,3,2,4,3,review_only,0.25,conservative_median,low,False,False,Teacher-human disagreement unresolved; use conservative median with low confidence.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
cafc4197096943dc7f904944269aeb328b8e6d2c,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Biology,3,4,5,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides a generally supportive and encouraging tone with positive language. It acknowledges the student's strengths (comprehensive overview, accurate description of mechanisms) and offers constructive guidance for improvement (specific ex"
b80aa316055d6b28a07be198af67b5d3b5537504,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Public Administration,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a corrected answer and error explanation in JSON format as requested, but it completely lacks motivational, supportive, or encouraging language. The tone is purely neutral and clinical, simply stating errors and corrections withou"
7ba3796b67c7c4bdf0256d910038276dfc430c41,train_mid_borderline,Scenario Element Integration,en,Military Science,3,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output provides a generic explanation that does not integrate any scenario-specific information such as student history or learning preferences, resulting in a response that is not personalized or adapted to the teaching context."
31dce4e3064be101d54e4f59f63211f908d11d76,train_mid_borderline,Domain Knowledge Accuracy,zh,Physical Education,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question contains a significant domain knowledge error. The question asks which factor does NOT affect motor skill acquisition, and the provided answer is 'A: 遗传因素' (genetic factors). However, in motor learning and skill acquisition (运动学习与技能习得), "
c800537be8d7320006c67943c203ee94cb96edd6,train_mid_borderline,Error Identification & Correction Precision,zh,General Pedagogy,3,3,2,3,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies that cooperative learning emphasizes student participation and provides relevant feedback. However, the original question asks which teaching method 'most' emphasizes active participation, and the student's answer of '"
32fc854ed95843dde3e2b4be2ebbf04ba59714c7,train_mid_borderline,"Motivation, Guidance & Positive Feedback",en,Theoretical Economics,3,4,5,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides generally supportive and constructive feedback with positive language (e.g., 'correctly identified, which is a significant step', 'The example provided is accurate'). It offers useful heuristic guidance by suggesting the student e"
8020f89c568e90f9b7dbd1deaf469e93f51822e2,train_mid_borderline,Instruction Following & Task Completion,zh,Computer Science,3,5,2,3,review_only,0.25,codex_top80_conservative_median,low,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
98fa83f19f1a21aad265a428cda1dc4b0810c01c,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Psychology,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,The generated question is a basic definitional recall item ('Cognitive dissonance occurs when an individual experiences:') that tests rote memory of the concept's definition rather than promoting higher-order thinking. The reasoning provided explicitly states 
d2b3c5a3aa4047809bc8a323260907529e279d84,train_mid_borderline,Basic Factual Accuracy,en,Military Science,3,4,5,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides a well-structured, comprehensive analysis of EMSO with accurate definitions, domains, and strategic significance points. The inclusion of radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays as par"
ddb236e662a07072802ab4784dbe360063bbd0b9,train_mid_borderline,Instruction Following & Task Completion,en,Theoretical Economics,3,5,4,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides the requested Score, Scoring Details, and Personalized Feedback in JSON format. However, the JSON keys use underscores ('Scoring_Details', 'Personalized_Feedback') instead of the spaces specified in the instruction ('Scoring Detai"
a37abff5770cacb87d058dba9bd6df3bb94b41bb,train_mid_borderline,Domain Knowledge Accuracy,en,Business Administration,3,5,4,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The response accurately describes Porter's Five Forces and applies them to competitive analysis with appropriate examples, showing good professional knowledge. It lacks deeper rigor on interactions or limitations, but this is a minor shortcoming not affecting "
