dataset_variant,sample_id,risk_type,gold_label,rejected_score,chosen_score,chosen_schema,chosen_major_failures,chosen_score_cap,chosen_brief_reason_present,rejected_payload,rejected_source,supporting_rejected_sources,rejected_source_count,rejected_origin,message_hash,chosen_hash,rejected_hash
r6c_low_high_score_only,ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-r1|qwq-plus,EduBenchEvaluator|deepseek-r1|qwq-plus,3,real_model_score_output,8245a32f137a5e1758a54c93eca4c2f44565495e,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,bc6c8aae4e012e80e2052e4e76cb7093dc61ed19,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-r1|qwq-plus,EduBenchEvaluator|deepseek-r1|qwq-plus,3,real_model_score_output,dabd2986635d93648b7710e9e9543c5e42a9598d,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,0a2ec1587d91e3e0c90bc2114bf0d552f4bf7391,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-r1,deepseek-r1,1,real_model_score_output,d090b56780d7587c3d0bbfa6da168e931798234c,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,19c0fa03c864642d8bc83f2794cc14fb1adbf199,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,88196865a80c06477ed765bcaaa47231d1842b90,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,079da6040162bdada75f48afac814953042c9d14,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,b84cfe6a2339b24020552c233d6d7e525cb4f0fc,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,25fbc028c14ccc8dff1900c29bdeae1241ab3361,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,423b10f620fc50126c21fc37090ae211d7c23e1c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,eebb6c2d0851b385f14d5f66295db77afd02c747,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-r1|qwq-plus,deepseek-r1|qwq-plus,2,real_model_score_output,08c91697c7a5139de1080d5e1c98b77a85d67ae4,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,34d1c2d12a4242a8a26ed4f998ae1f08b3210cdf,low_to_high_real_model_error,1,4,1,score_only,,,False,"{""score"":4}",deepseek-v3,deepseek-v3,1,real_model_score_output,b27a7cbd71e7287d40dab030f276861b246ed549,ea8d124a94959c34a5a3d3f5bbc8956a939cface,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,abc2aed26c2f3aa3dad2c0bae8c5890218e7d839,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,e109b7211976b87fe5d96fccb6a891e057b1b7fd,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,f6ceef1f7fbc3cdacfb957c48f4e80d4bc4f578d,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,6983a5504139e7ed9c80c19cf6d674c894d2f16f,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,6fec897287d1bbf72621e3b6ec4458f13632aaf8,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,0cd6ff6c915529e560e07f9a0da973d3cb15bb54,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,b2b36167f5c9ecd53b1ba8f952fa806d767a8233,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwq-plus,qwq-plus,1,real_model_score_output,0fa428e676ad94e117281ed2c4b8e08a29229288,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,2fc4d36c011181db2f8e3db31fb68b08968f6c5b,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,047daac073f25ccf770f0cdbc250f228c97f2859,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,low_to_high_real_model_error,2,4,2,score_only,,,False,"{""score"":4}",qwen3_4b_r0a_direct|deepseek-v3,qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,721443b02ffa262d3dcae6c39db5c7e0d9e955af,e7e7fff9de6aaf514989c81720426ef63d68ca0f,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,b5f5531c23b6d373058ae98ec930db68b18daec5,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,bb62c01660e4a664bbf10c14fd8ba29667507faa,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,bd38b2e5001405a3952b7f825e330970af9a712d,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,c8115f276e59cc28cf080c9e707ce603d5fe056b,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,2e554ec2c59cb3b033dbee60a7a8107a806d4fba,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,67a278b5ae08b81fda56d51ad7fd268587eb6f72,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,low_to_high_real_model_error,2,4,2,score_only,,,False,"{""score"":4}",deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,4,real_model_score_output,4b638c011b8be1e9c249206de41ed4595202c534,e7e7fff9de6aaf514989c81720426ef63d68ca0f,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,4c5285493371955220140587d719893b6213c405,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,fd76947451b8972a47cda463abe69d8a81349de6,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,ba114a1a8452ac012af5a1940b242d85f38538d3,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,74f1991ecc0a4ee03ef2f0f2a72685370d9f53db,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,3f9f3a828b886a38e49aaea66516138ddb71f9d8,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-r1|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-r1|qwq-plus,4,real_model_score_output,67978cd731eab4539079f37f48582bd1a91c3918,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,ba93017f9dbfecc90180f0ecfe1132841fb9329e,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",deepseek-r1|gpt-4o|qwq-plus,deepseek-r1|gpt-4o|qwq-plus,3,real_model_score_output,86e95c1fc77d33eaf6001dbbe5121839ce832e62,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,9be75734289d2cce23e52a238880f71175306931,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,4d81946bf3d35930c22fb01c29831961bd26a878,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,19c0fa03c864642d8bc83f2794cc14fb1adbf199,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,88196865a80c06477ed765bcaaa47231d1842b90,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,c5cd2ddf2cea958208c1a138c0b5966e529ccad4,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,12815ab30d0bfee533796a421ead821fbfec349c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,ef7be96d3b20f985cb175937b67d094d4d204dcc,low_to_high_real_model_error,2,4,2,score_only,,,False,"{""score"":4}",deepseek-v3|deepseek-r1|gpt-4o,deepseek-v3|deepseek-r1|gpt-4o,3,real_model_score_output,084547d01775a57a805e366bbc53f683270d7ee9,e7e7fff9de6aaf514989c81720426ef63d68ca0f,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,5f6fbb495321622aac4f63ae92336dc247b6db31,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,44bb6160ac32a5c380aecdc582a9a21a0ae1e170,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,18551ba0c6e7b3ad2bd30333ae0aad09b79b9c98,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,765e6bb32390b0a21dc1bfcc3f38c301b92895c4,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,f9b34b38f8091cda7fde127ef563a142d294a8f7,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,6a79c123080d54e2c395ced1d2111fff628a5c1a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,4b638c011b8be1e9c249206de41ed4595202c534,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,b5f54f2d11493dd41a74e9e2274d26451a958dcc,low_to_high_real_model_error,1,5,1,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-v3|qwq-plus,EduBenchEvaluator|deepseek-v3|qwq-plus,3,real_model_score_output,7fe0afb093cd4a190e4f00fdfd73be6fbcc3ba36,ea8d124a94959c34a5a3d3f5bbc8956a939cface,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,9fdf5ac4ce9e42b699e040bcc32841d72d8c9e07,low_to_high_real_model_error,1,4,1,score_only,,,False,"{""score"":4}",gpt-4o,gpt-4o,1,real_model_score_output,2ed196725d572b5103abe413ea2c907bb2d3bb22,ea8d124a94959c34a5a3d3f5bbc8956a939cface,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,309d7c2c0a8fb68f805ec95fd0eefd00155adda7,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,e3662cbd0fd29f28e49d0544fb215770a8afcedc,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,38198e8112f6fbc14a8e497a27d171d03f8cedda,high_to_low_real_model_error,4,1,4,score_only,,,False,"{""score"":1}",qwq-plus,qwq-plus,1,real_model_score_output,3da08a04181bf08f230f480714528a6b6094f23b,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,3354ddf36faa571c53b52bc8809ce2c25431e797,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,c0fb1557564c0e7e69b207ca9d15e00cb2b5efb6,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,174cb745b1e9218726a6d0e749f43d68cf936226,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,53a3731f64bc7f698b9bd562f6aec48ec8f47832,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,f75bf08f6fee14767711082feb90fa42038389b4,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,7d537974562869b849454f9afba1cc2849d064e3,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,ac1bd2152468b8b76d3f260c3b14d33a886145a3,high_to_low_real_model_error,4,1,4,score_only,,,False,"{""score"":1}",qwq-plus,qwq-plus,1,real_model_score_output,798e59ad1ae6d259fa56d41a965b4354d61ed3f0,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,b1428b4ddbcbd6ab6f353b6ade185189d89ec7c3,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",EduBenchEvaluator|qwq-plus,EduBenchEvaluator|qwq-plus,2,real_model_score_output,12a2c92c290aa70043a1eb8958d81a122c8e0477,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,90c8b051655105e3ffb33e0df4d22f252e0cae3a,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwen3_4b_r0a_direct|deepseek-v3,qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,d373b655e0a6cf014afdf7ee72143a09b747aee6,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,c0d4f41ccf2066449887e86887cb7b8903269b2a,low_to_high_real_model_error,2,4,2,score_only,,,False,"{""score"":4}",EduBenchEvaluator|deepseek-v3,EduBenchEvaluator|deepseek-v3,2,real_model_score_output,c495c25802d493d5d3517293c60b8a84104d0e79,e7e7fff9de6aaf514989c81720426ef63d68ca0f,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,691f6fdae45cbec12e64755c340ae267e6ae71d8,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-r1,deepseek-r1,1,real_model_score_output,8b5c61c9a37b4af3fb039c28b668bba230de654e,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,6b18656518a80331f0d83ec6732020b9efa4ec0e,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwen3_4b_r0a_direct|deepseek-v3,qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,87420b30bcba62a70b45aa5ff3e1753ac2779159,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,b3d5ee39bbc3b07f751503e7b6b380a018f6caf1,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,e172dff20834f8596444921789896f3ae157d7fc,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,88aefbd39b47764c2a422afbecdadcb96b182e96,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,faf4a552b3099789369543eda2245314eb43e9ac,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,dcd3054075915358f7e204b26e4ff501779f403d,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,af00e293b67046e8f1c4ae372226d34bb091c3cc,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,7dfd63e7375e5474e2df047ebe282cf4ba8661b8,low_to_high_real_model_error,1,5,1,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|gpt-4o|qwq-plus,4,real_model_score_output,e46a826112e96f118f70db9e7613bc79d2138819,ea8d124a94959c34a5a3d3f5bbc8956a939cface,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,1bcb43f0f25bc467b364e6490bccb2aef243e1f9,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,59adb08c283053a4d1e3c1e639dcc26776d631da,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,feae425e29c1383a827108767836fd1c3a595500,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,105ca21f70c97c9d686ec3426bcb6c55fb101ee3,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,3e16f4b58de73d3724a5834acd281b0ec4df603c,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",gpt-4o,gpt-4o,1,real_model_score_output,1395b8a4c5ba7f24da3228ad14dcd19ad2ccf01c,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,fc123bf81d7dadcc2264d58b27ea9a1a77f12609,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,8115a98cfb40a3ac4c3a3dbe8e3413ce22b62a95,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,4e8de28f80d08aa71efda1f2d7dee79f9199c882,high_to_low_real_model_error,4,1,4,score_only,,,False,"{""score"":1}",qwq-plus,qwq-plus,1,real_model_score_output,5cec211400920eed4d00aeb272a5cd3a6fec0a8a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,1947f424625d896777f4dbddef16ab9afb7730aa,low_to_high_real_model_error,1,4,1,score_only,,,False,"{""score"":4}",gpt-4o,gpt-4o,1,real_model_score_output,feb0b43e19b7829f3d5d3036bae1e773a2d5fbaf,ea8d124a94959c34a5a3d3f5bbc8956a939cface,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6c_low_high_score_only,214b3a2d32c5f868ccd66c3cca5df3d4eac8cf62,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,ca80abdb0916ae3ab9a3a099fcf6476181cedc3c,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,0aa38edb46703766d3e187379ca931749c842e0e,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1|qwq-plus,deepseek-r1|qwq-plus,2,real_model_score_output,a7dc490c38fefc97832b02ec9638ac5aac693042,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,82fc75df9a7caed5a039566af4287e7fdf382e2a,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",gpt-4o,gpt-4o,1,real_model_score_output,af40d5b9ac120c8aa6a9f4a2e2ae8047769e625d,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,4d84dd5fe24e5785f647b305a4293cf7ffc62c2b,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1|gpt-4o|qwq-plus,deepseek-r1|gpt-4o|qwq-plus,3,real_model_score_output,520db40409a62cfaceab8d37f32bffd5759a7e9a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,bbfc64122b8f46b27913b0a753cd4402f523cc12,high_to_low_real_model_error,4,1,4,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,be165135d3199c1b027954053951ab6fac5e0886,bf2355b31a3942f09ea148ff7e236fb0f09a8390,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,947b139f656777e4e61c61b82c53ce9a4dacb3c4,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,2e51fc46eaf0545f802b5cb68261df7a4e0f787c,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,a4f7a7802cb592fc5f77fab740a30f96c971cc49,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,e72656fda5db42efc8579da9ec1a98ff8a8401b2,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,ea00860ffd6200bce9bfc24d9f0453b84ea7c126,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,0fd0a40fd1c5649a0bf8a4d5ca193f753b4c5e8a,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6c_low_high_score_only,eb559a7e4ec5ca8f09b9e46a8cef3695a7aab90d,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,cabb7f610969ad13e636f98dc45729aaeb1519ed,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,38c7ddb254e471811c6a5a57cccae37cc6d4656e,low_to_high_real_model_error,1,5,1,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,5,real_model_score_output,054ff735fdbebb88381b42672d21084c9580f5b8,ea8d124a94959c34a5a3d3f5bbc8956a939cface,beb005be4da3a0130f32c06ff634b762c7be9c49
r6c_low_high_score_only,fd2e1ac1dc5d25573d9053b318f55dc01b7cfcf3,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct|deepseek-r1|qwq-plus,qwen3_4b_r0a_direct|deepseek-r1|qwq-plus,3,real_model_score_output,bd93fe0f6a3c9fcecc41523bc46234342c3eaa9d,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,7a4947f1d4ccf03a5ea06c8c8a1df6d6db1c9a22,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,0abd01fa09b7b675b3855035169c26bcefaad940,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,e8d317bb3a6ce9d7a82a8f452f924e96e8869cac,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,e7c72b581a3d88eca1cce4e02a468a08253b3526,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,51423a09bec837bdb05371375782c1966aa5c14f,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,305522e5bcf9266f018d2a976bb5a13977e663ec,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,589ddecd1a7d9d05a372f79c497ea6e8f98569e5,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,4,real_model_score_output,3e0cc9727c7dc8d461bdebf04d345f36c562373c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6c_low_high_score_only,4e8de28f80d08aa71efda1f2d7dee79f9199c882,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,5cec211400920eed4d00aeb272a5cd3a6fec0a8a,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6c_low_high_score_only,3a9e55f18f202841d126665496a1699c7f4d245b,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct|qwq-plus,qwen3_4b_r0a_direct|qwq-plus,2,real_model_score_output,2eed09583ea67a098216303dad0c2415026612ed,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
