sample_id,pilot_group,original_score,original_region,qwen_score,deepseek_score,score_gap,qwen_failure_bucket,deepseek_failure_bucket,qwen_derived_risk,deepseek_derived_risk,qwen_training_use,deepseek_training_use,conflict_type,adjudication_priority,question_preview,answer_preview,rubric_preview,top80_for_adjudication
266f5f751c7cdd83dd3439677156a79c5bdefee9,train_mid_borderline,3,mid,2,3,1,visible_failure,hidden_or_missing_failure,high,medium,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Question: Which Chinese dynasty is known for the construction of the majority of the Great Wall of China as it stands today? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reaso...","{ ""reasoning"": ""The construction of the Great Wall of China as we see it today was primarily carried out during the Ming Dynasty (1368-1644). While earlier dynasties such as the Qin and the Han had started building or...","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes gui...",False
271b313d6d584426eb286e996df2ae5d5afa0bfe,train_education_dimension_stress,5,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,low_weight,high_weight,failure_bucket_disagreement;training_use_disagreement,6,"Knowledge Point: Mechanisms of Drug Resistance in Cancer Therapy Based on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classro...","```json { ""Teaching Materials"": { ""Teaching Objectives"": [ ""Understand the fundamental mechanisms of drug resistance in cancer therapy."", ""Identify the key molecular and cellular changes that contribute to drug resist...","[""5: Content is highly relevant to the specified topic/theme/question; strictly within required difficulty/scope/discipline without redundant or irrelevant information."", ""4: Overall relevance is high; scope control i...",False
2ea8fe90bcd66fde9bf39fa74f62447b4d6e94f1,train_education_dimension_stress,4,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,high_weight,low_weight,failure_bucket_disagreement;training_use_disagreement,6,"Anxiety Level: Mild Anxiety Dialogue with Student: [{'Agent': 'Hi! How are you feeling today? Is there anything on your mind?'}, {'Student': ""Hey, I'm doing okay, but I'm a little anxious about my upcoming exams. It's...","{ ""Emotional_State_Analysis"": { ""Current_Emotional_State"": ""Mild Anxiety"", ""Dominant_Feelings"": [""Stress"", ""Pressure"", ""Uncertainty""], ""Root_Cause"": ""Upcoming exams and the associated pressure to perform well and mana...","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive...",False
30376d33c321d346beb04ca8ce165cf8e75e80d3,train_clean_high_controls,4,high,4,5,1,no_failure,no_failure,unclear,low,low_weight,low_weight,derived_risk_disagreement,6,"学科:体育教育学 学制级别:硕士 问题：在体育教育学中，以下哪些因素可能影响学生的运动参与度？(请选择所有适用的选项) A. 学校的体育设施条件 B. 学生的家庭背景 C. 教师的教学风格 D. 学生的个人兴趣 E. 学校的地理位置 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": [""A"", ""B"", ""C"", ""D""] } ``` 解释：在体育教育学中，影响学生运动参与度的因素包括但不限于学校的体育设施条件（A）、学生家庭背景（如父母对体育活动的态度和支持程度）(B)、教师的教学风格(C)，以及学生的个人兴趣(D)。学校地理位置(E)虽然可能间接影响到某些方面，比如是否容易接触到自然环境等，但相比于其他选项来说，它不是直接影响学生运动参与度的主要因素之一。因此，正确答案是A...","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱...",False
382276d5fdd2fcd5072674703e6847f553be31ac,train_high_disagreement_protection,4,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,high_weight,low_weight,failure_bucket_disagreement;training_use_disagreement,6,"Question: Discuss the role of neurotransmitters in the regulation of mood, and how imbalances can lead to mood disorders. Student's Answer: Neurotransmitters are chemicals in the brain that transmit signals between ne...","```json { ""Score"": 85, ""Scoring_Details"": { ""Accuracy"": 90, ""Comprehension"": 85, ""Depth"": 75, ""Clarity"": 100 }, ""Personalized_Feedback"": ""Your explanation of the role of neurotransmitters in mood regulation is clear a...","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accur...",False
3a5e33210fd977f5c8bc6df5dc98a0402f4663ac,exp27f_top40_conflict_reaudit,4,high,3,4,1,hidden_or_missing_failure,no_failure,medium,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"焦虑级别：轻度焦虑 对话内容：[{'学生': '我最近感觉有些焦虑，面对博士阶段的学习压力，有些时候会觉得吃力。'}, {'智能体': '我理解，这么高强度的课程和研究任务，难免会让人感到压力重重。你有没有哪些具体方面觉得特别挑战呢？'}, {'学生': '主要是我在实验设计和数据分析上有时候感到不太自信，担心自己的研究不能达到预期效果。'}, {'智能体': '这些感觉是很正常的，因为博士阶段的学习本身就涉及很多未知和不确定性。...","```json { ""情绪状态分析"": { ""情绪类型"": ""轻度焦虑"", ""主要表现"": ""面对博士阶段的学习压力，感到吃力，特别是在实验设计和数据分析上缺乏自信，担心研究效果。"", ""情绪来源"": ""高强度的课程和研究任务，以及对自身能力的不确定性和对研究结果的担忧。"" }, ""安慰与建议"": { ""安慰"": ""你目前的状态是博士阶段常见的反应，面对未知和不确定性感到焦虑是正常的。你已经意识到自己的不自信，这是迈向改进的第一步...","[""5分： 非常好地根据学生水平/特点/需求提供了高度差异化的内容/建议/反馈；提供的学习路径/资源建议精准、实用且有价值。"", ""4分： 能根据学生情况进行一定程度的个性化调整，提供了相关的学习建议或资源，具有较好的参考价值。"", ""3分： 尝试进行个性化，但适应性不强，内容/建议差异不大；提供的学习支持比较通用，价值有限。"", ""2分： 几乎没有体现个性化适应，输出内容/建议对所有人都一样；学习支持不足或不相关。"", ""1分：...",False
3c53e849df94208fd1ce1dcecb8ee302976fb31e,train_mid_borderline,3,mid,2,3,1,hidden_or_missing_failure,visible_failure,unclear,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"问题：选择以下具有微分同胚性质的函数类别：（可多选） A. 二次多项式函数 B. 余弦函数 C. 指数函数 D. 常数函数 E. 三次多项式函数 学生的答案：['C', 'E'] 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": 1, ""评分细节"": { ""正确选项"": [""B"", ""E""], ""学生选择"": [""C"", ""E""] }, ""个性化反馈"": [ ""你的选择中包括了指数函数，这是一个正确的选项。但是，你没有选择余弦函数，这也是一个具有微分同胚性质的函数类别。余弦函数在某些区间内是微分同胚的，而三次多项式函数通常不具备这种性质。建议你进一步了解不同函数类别的微分同胚特性。"" ] } ```","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性...",False
41f6f52edd1473f3cc3cde8e6923d1e09fa429d5,exp27f_top40_conflict_reaudit,4,high,4,3,1,no_failure,visible_failure,low,low,high_weight,low_weight,failure_bucket_disagreement;training_use_disagreement,6,"Student Profile: Student Profile: {'Name': 'Alex Johnson', 'Age': 20, 'Year': 'Junior', 'Background': 'Strong interest in social justice and community engagement, prefers hands-on learning experiences.', 'Learning Sty...","```json { ""Personalized Learning Content"": [ { ""Task"": ""Community Engagement Project"", ""Description"": ""Develop a hands-on project that addresses a local social justice issue. This could involve organizing a community ...","[""5: Highly personalized content/advice/feedback based on student level/traits/needs; resource and learning path suggestions are accurate, practical, and valuable."", ""4: Demonstrates some adaptation to student situati...",False
44ceeb335031f152ef0a559586769d3e34ef590b,train_mid_borderline,3,mid,2,3,1,visible_failure,no_failure,high,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Subject:Public Administration Education Level:PhD Knowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public po...","```json { ""Question"": ""At the PhD level in Public Administration, which of the following is most crucial for analyzing and implementing public policies effectively?"", ""ProvidedReasoning"": ""This question tests the cand...","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes gui...",False
507f5c36797a84ee4697677a771c8769e4277e4e,train_mid_borderline,3,mid,3,4,1,hidden_or_missing_failure,no_failure,medium,low,high_weight,low_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"知识点：作物生长模型的参数优化 请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{ ""教学目标"": { ""知识与技能"": ""了解作物生长模型的基本概念，掌握作物生长模型参数优化的方法和步骤。"", ""过程与方法"": ""通过案例分析和小组讨论，培养学生解决实际问题的能力和团队协作精神。"", ""情感态度价值观"": ""激发学生对农业科学的兴趣，培养他们关注农业生产、保护生态环境的责任感。"" }, ""重点难点"": { ""重点"": ""作物生长模型参数的含义及其优化方法"", ""难点"": ""如何根据实际情况选择合适的参数进行...","[""5分： 解释、说明、反馈极其清晰简洁，完全符合目标学习者的理解水平；表达生动有趣，能有效激发思考和兴趣。"", ""4分： 表达清晰易懂，语言简洁，适合目标学习者；具有一定的启发性，能够引发一些思考。"", ""3分： 表达基本能懂，但可能略显啰嗦、复杂或不够生动；启发性一般。"", ""2分： 表达不够清晰，存在较多术语或复杂句式，不易理解；缺乏启发性。"", ""1分： 表达混乱、晦涩难懂，完全不考虑学习者水平；毫无启发性甚至令人困惑。""]",False
517dc48287d549eced274ca98074d718eb6fbf54,train_mid_borderline,3,mid,1,2,1,visible_failure,visible_failure,unclear,high,review_only,low_weight,audit_hard_conflict;derived_risk_disagreement;one_teacher_disagrees_with_human;training_use_disagreement,6,"问题：选择以下具有微分同胚性质的函数类别：（可多选） A. 二次多项式函数 B. 余弦函数 C. 指数函数 D. 常数函数 E. 三次多项式函数 学生的答案：['C', 'E'] 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""部分正确"", ""评分细节"": { ""C"": ""正确"", ""E"": ""正确"", ""A"": ""未选择"", ""B"": ""未选择"", ""D"": ""未选择"" }, ""个性化反馈"": ""你的答案中选择了指数函数（C）和三次多项式函数（E），这两个函数确实具有微分同胚性质，这是正确的。然而，你忽略了二次多项式函数（A）和常数函数（D），它们也是具有微分同胚性质的函数。余弦函数（B）在某些区间内可能不具有微分同胚...","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱...",False
5598983d036e29d4736ef259e695961443e977d5,train_clean_high_controls,5,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,low_weight,high_weight,failure_bucket_disagreement;training_use_disagreement,6,"学科:文学与艺术 学制级别:博士 知识点：后现代主义文学理论 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""问题"": ""在后现代主义文学理论中，哪一项是其核心特征之一？"", ""提供的思路"": [ ""考虑后现代主义文学理论对传统叙事结构、作者权威以及文本解读方式的挑战。"", ""回顾后现代主义文学理论中的关键概念，如解构主义、多元视角等。"", ""思考选项中哪些特征最能体现上述理论的核心思想。"" ], ""选项"": [ ""强调文本的单一解释"", ""推崇作者的绝对权威"", ""反对传统的线性叙事结构"", ""坚持现实主义的真实再...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完...",False
6195cd84a8bf06d5a3608b3bb6561111e242ace6,exp27f_top40_conflict_reaudit,3,mid,3,4,1,hidden_or_missing_failure,no_failure,medium,low,high_weight,low_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Question: Which part of the plant is responsible for photosynthesis? A) Roots B) Stems C) Leaves D) Flowers Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, ...","```json { ""Reasoning Provided"": { ""Photosynthesis Process"": ""Photosynthesis converts sunlight into energy using chlorophyll, requiring light, carbon dioxide, and water."", ""Roots Function"": ""Roots anchor the plant and ...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner l...",False
7a3d744f872bfd9b86744f132f9dfc6a3c5d8e9f,exp27f_top40_conflict_reaudit,3,mid,2,3,1,visible_failure,visible_failure,unclear,low,review_only,high_weight,derived_risk_disagreement;training_use_disagreement,6,"问题：在研究中世纪封建制度发展的过程中，下列哪些因素对其演变起到了关键作用？（可选择多个） A. 农奴制 B. 城市化进程 C. 十字军东征 D. 文艺复兴 E. 黑死病的流行 F. 军事科技的进步 学生的答案：['A', 'C', 'E', 'F'] 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": 3, ""评分细节"": ""学生正确选择了四个因素中的三个，但漏掉了对城市化进程的影响。"", ""个性化反馈"": ""您的回答非常接近完全正确。您准确地指出了农奴制、十字军东征、黑死病的流行以及军事科技的进步对中世纪封建制度演变的关键影响。然而，城市化进程同样是一个重要的因素，它促进了经济和社会结构的变化，进一步削弱了封建制度的基础。希望您能更加全面地考虑各个因素的影响。"" } ```","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱...",False
7a8b5c968361fd4eee844fa90479089f374aab8e,train_high_disagreement_protection,5,high,4,5,1,hidden_or_missing_failure,no_failure,unclear,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"问题：在教育学中，哪个教学方法最强调学生的主动参与？ 学生的答案：合作学习法 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""5/5"", ""评分细节"": ""学生正确地指出了在教育学中，合作学习法是一种非常强调学生主动参与的教学方法。这种教学方法鼓励学生之间相互协作解决问题或完成任务，从而促进知识的理解和个人能力的发展。"", ""个性化反馈"": ""你的回答很准确！合作学习确实是一个很好的例子，它通过让学生们一起工作来解决问题或者完成项目，极大地促进了学生的积极参与和团队合作能力。继续加油，保持对教育理论的好奇心！"" } ```","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性...",False
80b206d487a4c9e39d68a0e0b12091aabe420729,train_mid_borderline,3,mid,2,3,1,hidden_or_missing_failure,hidden_or_missing_failure,high,medium,low_weight,high_weight,derived_risk_disagreement;training_use_disagreement,6,Question: Which of the following statements is true about the acceleration due to gravity on Earth? Original Answer: The acceleration due to gravity is the same at all altitudes on Earth. You are providing error-corre...,"{ ""Corrected Answer"": ""The acceleration due to gravity is not the same at all altitudes on Earth; it decreases as altitude increases."", ""Error Explanation"": ""The original statement is incorrect because the acceleratio...","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive...",False
80f9fc04a015dbb39a5f5c5a75c7737bf798466a,train_mid_borderline,3,mid,4,3,1,hidden_or_missing_failure,hidden_or_missing_failure,low,medium,low_weight,high_weight,derived_risk_disagreement;training_use_disagreement,6,"学生画像：学生的画像：{'姓名': '小明', '年级': '小学四年级', '兴趣': ['观察自然', '阅读科普书籍'], '学习风格': '动手实践型', '能力水平': '理解力较强，但记忆力和专注度需要加强', '性格特点': '好奇心强，喜欢提出问题'} 请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","根据提供的学生画像信息，可以为小明设计一些符合他个人特点的学习内容或任务。考虑到他的兴趣、学习风格以及需要加强的能力，以下是一个示例性的JSON格式的个性化学习计划： ```json { ""学生姓名"": ""小明"", ""年级"": ""小学四年级"", ""个性化学习内容或任务"": [ { ""主题"": ""自然探索"", ""描述"": ""组织一次校园内的自然探索活动，让学生们观察并记录植物、昆虫等自然现象。"", ""目标"": ""提高对自然的兴趣，培...","[""5分： 非常好地根据学生水平/特点/需求提供了高度差异化的内容/建议/反馈；提供的学习路径/资源建议精准、实用且有价值。"", ""4分： 能根据学生情况进行一定程度的个性化调整，提供了相关的学习建议或资源，具有较好的参考价值。"", ""3分： 尝试进行个性化，但适应性不强，内容/建议差异不大；提供的学习支持比较通用，价值有限。"", ""2分： 几乎没有体现个性化适应，输出内容/建议对所有人都一样；学习支持不足或不相关。"", ""1分：...",False
874ce57cbb5e51560106533bf991b46dcff34675,train_clean_high_controls,5,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,low_weight,high_weight,failure_bucket_disagreement;training_use_disagreement,6,"知识点：线粒体功能与生物能量代谢调控 请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","```json { ""teaching_materials"": { ""teaching_objectives"": { ""knowledge"": [ ""掌握线粒体的结构与功能，包括内膜、外膜、基质和嵴的作用"", ""理解ATP合成的基本过程（糖酵解、三羧酸循环、电子传递链与氧化磷酸化）"", ""阐明生物能量代谢调控的分子机制（如ATP/ADP比值、钙离子信号、激素调控）"" ], ""ability"": [ ""能分析线粒体功能障碍对细胞能量...","[""5分： 解释、说明、反馈极其清晰简洁，完全符合目标学习者的理解水平；表达生动有趣，能有效激发思考和兴趣。"", ""4分： 表达清晰易懂，语言简洁，适合目标学习者；具有一定的启发性，能够引发一些思考。"", ""3分： 表达基本能懂，但可能略显啰嗦、复杂或不够生动；启发性一般。"", ""2分： 表达不够清晰，存在较多术语或复杂句式，不易理解；缺乏启发性。"", ""1分： 表达混乱、晦涩难懂，完全不考虑学习者水平；毫无启发性甚至令人困惑。""]",False
8a7b6cad6bb59eda2ee12ec90a7150af7029cf77,train_high_disagreement_protection,4,high,3,4,1,hidden_or_missing_failure,no_failure,medium,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Question: True or False: The Andes Mountains are located in North America. Student's Answer: True Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in J...","```json { ""Score"": ""0"", ""Scoring Details"": { ""Correct Answer"": ""False"", ""Explanation"": ""The Andes Mountains are located in South America, not North America. They run along the western coast of South America through se...","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive...",False
8f04d6cb786b1a58fae43fd1ecc4185642111a42,train_mid_borderline,3,mid,2,3,1,visible_failure,hidden_or_missing_failure,high,medium,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Subject:Physical Education Education Level:Undergraduate Knowledge Point:The FITT principle is a foundational concept in physical education that stands for Frequency, Intensity, Time, and Type. It is used to structure...","```json { ""Question"": ""What does the FITT principle stand for in physical education, and how is it used to structure exercise programs?"", ""ProvidedReasoning"": ""This question tests the undergraduate student's understan...","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes gui...",False
924ba48dd288c1be641678f73cd053f20d2e4194,train_mid_borderline,3,mid,2,1,1,visible_failure,hidden_or_missing_failure,high,high,low_weight,review_only,audit_hard_conflict;failure_bucket_disagreement;one_teacher_disagrees_with_human;training_use_disagreement,6,Subject:Basic Medicine Education Level:Master Knowledge Point:The renin-angiotensin-aldosterone system (RAAS) plays a crucial role in regulating blood pressure and fluid balance in the body. Question Type:Single Choic...,"```json { ""Question"": ""In the renin-angiotensin-aldosterone system (RAAS), which hormone directly stimulates the adrenal cortex to release aldosterone?"", ""Provided Reasoning"": ""The RAAS is a complex hormonal system th...","[""5: Skillfully designed to promote critical/creative thinking, problem-solving, or transfer of knowledge (e.g., through open-ended questions, comparative analysis, case study, project-based tasks)."", ""4: Includes gui...",False
9ff89a7371f7a3cc50ca3b8ecc73e832d537fe83,train_education_dimension_stress,4,high,4,3,1,no_failure,hidden_or_missing_failure,low,medium,high_weight,low_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Anxiety Level: Moderate Anxiety Dialogue with Student: [{'Agent': 'Hi there! How are you feeling about your History studies today?'}, {'Student': 'Hey, I’m feeling a bit anxious, to be honest. There’s just so much to ...","{ ""Emotional_State_Analysis"": { ""Current_Feelings"": ""The student is experiencing moderate anxiety primarily due to the overwhelming amount of information they need to memorize for their History exam."", ""Underlying_Con...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; re...",False
a8a5e3af92e139b36931e9a92aa6c72fdea5ae18,train_clean_high_controls,5,high,4,5,1,hidden_or_missing_failure,no_failure,low,low,low_weight,high_weight,failure_bucket_disagreement;training_use_disagreement,6,"焦虑程度：中度焦虑 对话内容：学生：我觉得语文课好难，我总是记不住那些生字和课文。 智能体：我能理解你的感受，学习新东西有时候确实会让人感到压力。你觉得是哪个方面让你特别难记住？是生字还是课文内容？ 学生：都有一点，我总是在考试的时候想不起来。 智能体：听起来你在考试的时候感到紧张，这可能影响了你的记忆。我们可以试试一些记忆技巧，比如分段记忆或者用故事来帮助记忆生字。 请根据学生情绪状态和对话给出""情绪状态分析"":和""安慰与建议""...","```json { ""情绪状态分析"": { ""当前情绪"": ""中度焦虑"", ""主要原因"": ""对语文课程内容的记忆困难，尤其是在考试时"", ""具体表现"": [ ""感到学习新东西有压力"", ""在考试时容易紧张"", ""难以记住生字和课文"" ] }, ""安慰与建议"": { ""安慰"": [ ""你并不孤单，很多同学在学习过程中都会遇到类似的挑战。"", ""感到紧张是很正常的，但我们可以一起找到缓解的方法。"" ], ""建议"": [ ""尝试分段记...","[""5分： 角色扮演（如老师/助教）非常到位，语言风格、专业程度和语气（如鼓励/严肃）完全符合设定和面向的学习者群体。"", ""4分： 角色和口吻大体一致，符合场景要求，但在个别语句或细节上可能略有偏差。"", ""3分： 能看出尝试匹配角色和口吻，但一致性不足，部分表达与设定角色/场景有脱节。"", ""2分： 角色和口吻与设定要求有较大差距，显得生硬或不协调。"", ""1分： 完全没有体现设定的角色和口吻，表达方式与场景要求完全不符。""]",False
ace8e8c753768bd92cca1109688beec1d0397396,train_mid_borderline,3,mid,4,3,1,hidden_or_missing_failure,visible_failure,low,low,low_weight,high_weight,failure_bucket_disagreement;training_use_disagreement,6,"问题：以下哪些选项是化学反应速率的影响因素？（可多选） A. 反应物的浓度 B. 温度 C. 反应物的颜色 D. 催化剂的存在 E. 反应物的物理状态 学生的答案：A, B, D, E 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""4/5"", ""评分细节"": { ""A. 反应物的浓度"": ""正确"", ""B. 温度"": ""正确"", ""C. 反应物的颜色"": ""未选中，这是正确的。因为反应物的颜色通常不会直接影响化学反应速率。"", ""D. 催化剂的存在"": ""正确"", ""E. 反应物的物理状态"": ""正确，但需注意，虽然物理状态（如固态、液态或气态）确实可以影响反应速率，这主要通过改变分子间的接触机会来实现，但它不是最直接的影响...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完...",False
b01129b756e85be3f61bf81d006ca0e61ef3e530,exp27f_top40_conflict_reaudit,4,high,3,4,1,hidden_or_missing_failure,no_failure,medium,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"焦虑程度：中度焦虑 对话内容：学生：我觉得语文课好难，我总是记不住那些生字和课文。 智能体：我能理解你的感受，学习新东西有时候确实会让人感到压力。你觉得是哪个方面让你特别难记住？是生字还是课文内容？ 学生：都有一点，我总是在考试的时候想不起来。 智能体：听起来你在考试的时候感到紧张，这可能影响了你的记忆。我们可以试试一些记忆技巧，比如分段记忆或者用故事来帮助记忆生字。 请根据学生情绪状态和对话给出""情绪状态分析"":和""安慰与建议""...","{ ""情绪状态分析"": { ""当前情绪"": ""中度焦虑"", ""原因"": [""对语文课程的难度感到压力"", ""考试时的记忆力问题""], ""影响因素"": [""难以记住生字和课文"", ""考试时的紧张感""] }, ""安慰与建议"": { ""安慰"": ""我能理解你现在的感受，很多同学在面对语文这样的科目时也会遇到类似的问题。重要的是不要放弃，每个人都有自己的学习节奏。"", ""建议"": [ ""尝试使用不同的记忆方法，如分段记忆或通过创造故事来记...","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",False
b244536c7311368a6ca7c48f1c8dc3c2f9c080dd,train_clean_high_controls,5,high,4,5,1,hidden_or_missing_failure,no_failure,unclear,low,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;training_use_disagreement,6,"Question: Which Chinese dynasty is known for the construction of the majority of the Great Wall of China as it stands today? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reaso...","{ ""reasoning"": ""The Great Wall of China, as it is known today, is a result of multiple construction and renovation phases carried out by different Chinese dynasties. To determine which dynasty is most associated with ...","[""5: Fully understood and precisely executed all instructions; achieved core task with perfect accuracy; output format is fully compliant."", ""4: Accurately understood main instructions and correctly completed the task...",False
