pair_id_hash,sample_id_hash,question_key_hash,language,metric_group,operator,both_schema_target_valid,order1_source_preferred,order2_source_preferred,order_consistent_source_preferred,tie,order_conflict,confidence_ok,degradation_ok,preservation_ok,uncertainty_ok,accepted,rejection_reasons
exp40a_dc4aa6865c3e513069afbae9,d4107b02039e8dbc242d10f60e30bb08164a9c97,3f583749c39a53d68120dd4302b4c6888f5dd6d7,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,False,True,False,preservation
exp40a_dc7f55af1362d97a3dbe6dde,59294cb5b56fa0d0a5848c8ab66b856de927cbe1,379759b00c0ded53ca5135bf363df1ca0f8ae778,zh,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_de302316ef436d9d13989bdc,84551261edb9b9148ffe38f7fdb491ae2dd2c465,a2a51fd5b290f9fd0d1f9205256d33eacba0c4e6,zh,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_decbff2ec498beb51a02291d,e32b20ce6b2f3a4fc56161a89cb1bea9c55b4fc8,032d2a7705a681161d1f663d69ca178d59f597fb,zh,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_e08f8ecf3a57720906101bf4,4de5953a588a5f280f7945378adee728f78f63bc,60286ca13f8911fb790079d9f9c83f8858745790,zh,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_e3a2a0e43d58375b9493ed85,7ff5e56e8a0cfe152373579cbe3ce4ebdeacfe3d,fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df,zh,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_e3ce686e4bcc2897e32ea9f1,2d158cfc8317641f3ea72b506020d151dd243a29,c367d1e3134b022584248f014a7b59640f1df7fb,zh,Pedagogical Application,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_e490cbe7e0113f07aabd44ed,c54968846ebdc39afca78b0761e80832937eccec,bbbb87022034ec8c0b0a3e1103b6d447bd1cdf3f,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_e4af5bb73bcba656421a06c2,371a0fd9e8407cee429e5135763547cfa875d6b9,9170c4d4b31f4dd5c699c2524cc746bd54865e83,en,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_e5664553d155177a8ab73cb0,a40d6aacebdac536fe3151b972e3506138b6f878,d04e77ea904a8a27d914aadf24446d13fcf617b1,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_e5de56a922ab0fdbd5b32984,d89ca421c1f14e3dad81e1bea3e0b1d973f83eed,3391e592e7c2f34123106a3aec179c26d23178b8,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_e632f590d084e1d5c6df7f05,c4a48061b7aa20fa2500a523888371d2d76af418,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_e9ae5e8ba11d090886a170e6,987fb20c98d4a17934dc88537cee78be59e35d95,be118d9b688820786d8ed06e18434dce075e2b85,zh,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_eae536fc7c9d24d50c60117e,76cdeb3d77092d92ebf9c7e4e9a68abbc10372bf,8c51b91e5c0d36420c85385bea7e5a144e2dbb2c,zh,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_eb65d48b7101db4403c17aa8,26f42b0b0b8c246a7ffba768251bb8eacb309c49,e8d93a13ed675a8345513b981af0583044d0c9d6,en,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_ec6c781fb19affa834be450d,db044ca72cfbbb9293543c83651276c024c6a44b,db2ee72b5e9852d8371685f637458d2b6f933ae8,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ecca18bd45bbb559bda09596,990ddbba7fe61d1068eb3af204f620b9fb7a5bf0,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ef33dda3a683ab2bc8c99cf9,9532c120c8eb1b8c8dad49353ce81c61d9489165,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_ef3d4eccd006f02859d1de97,451fd748755046d1d2c70739f52d2f1d7a39dead,59ebbf3dea3260ad127a568cf1a6514d5611e0d9,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_f1cab0bd2f5e19a0af6c03f7,7d63b45d8590c9d09aaa5f09176a71ffeaa5064b,b41417d0f25ab052a4185dc7dc78a8fac8c8bf74,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,False,True,False,preservation
exp40a_f2a6803d56c769821dbdd49d,e885219319aea0b8fb8a6a0facb16789e99cb061,f0c5d4db7f494adcb9a74877d7432cc57370c219,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_f4b633066ec1d86e3fdea6ec,4f0cb877a8994b663d58af499c0b199e959e6f3d,6a93e712135665b888a4a2ad34eb4a64c1e6edd0,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_f588dbbbcad271fa049bbde4,2058d90d7868632a64ce73c7ce394556d4bfd060,b0da9c125b65bfebc8e09ded7ca84db38fdc06ae,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_f6329f65ea539acbfa4f6b5e,ab50d021e297c1b75c260545cdd60fc153e4b1bf,9426bf1d616524f16d24c48a39d88230ad85d87d,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_f63ad25c9a1f68c47ca17c34,455548c77ef120ad15c7637c5c6f428257c51255,2c3431500658778ea0788f7745c59f0b024746a9,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_f756d2286f10972fb086e46e,4566fd4e7086f29b672dfdb9ed4c29c910731caf,d54a888f57ecd3934df1e807afdeaf64b71d457c,en,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_f758019a2cc184a71d08f0fa,73d7f7bac1ca01853869efe76727d8a445b32a92,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_f9cf4e81bde259301dd80f6a,c86c6bea46c81d805bde7da6984f56f852215f6b,578358b94591dcdb7b73304c5498c56a12d9c95d,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_fa59bc15f28a94047341c501,1e7f99c987dc1f1146592a7a5b95d7e58a77b148,e2b4ff890c3f248c79d4a3ec0079511a5a269c6d,en,Factual & Reasoning Accuracy,remove_required_key_point,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_fc77c9192de3f9bc7bd0271c,9f713f8e8f487e1ae37c730642a2cdf2a3232bd4,b8341c9d33cad1b053ba0bafa03c407e4791c4da,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_ff73c95866efc0aa0a0acb71,56509cbb0f22f283feb237cb4cff8bc051019915,61420731958fdcd56c8dc237c1b8606a552fe0d8,en,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
